ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-3.676,7.6579,4.7099,-3.0527,8.1135,4.585,1.4578,-0.9054,-1.086,0.0983,-0.0018,-0.0066,0.0,-36.22,5.17,-4.86,107.39,-55.83,33.66,2.0,70.95,12.35357,76.607376,2157.28,NaN,22.46,32.048534,89.6,18 / 42,169017,2020-09-22 19:22:31:638
-3.0172,7.3537,6.1736,-3.1004,8.1649,4.4601,0.2573,-0.188,-0.432,0.0983,-0.0018,-0.0066,0.0,-36.22,5.17,-4.86,107.39,-55.83,33.66,2.0,70.95,12.35357,76.607376,2157.28,NaN,22.46,32.048534,89.6,18 / 42,169116,2020-09-22 19:22:31:737
-4.1096,10.4678,2.966,-3.1004,8.1649,4.4601,0.2573,-0.188,-0.432,0.1425,0.1005,-0.0066,0.1688,-37.28,5.81,-6.7,105.41,-56.37,34.8,2.0,73.286,12.35357,76.607376,2157.28,NaN,22.46,32.048534,89.6,18 / 42,169217,2020-09-22 19:22:31:838
-3.1777,6.5703,4.2236,-3.0876,8.1693,4.461,-0.4909,2.4496,0.1297,-0.1835,-0.2063,0.4084,0.1688,-36.8,5.93,-6.2,106.64,-56.41,34.69,2.0,73.286,12.35357,76.607376,2157.28,NaN,22.46,32.048534,89.6,18 / 42,169316,2020-09-22 19:22:31:937
-2.3537,9.8378,5.8933,-2.9037,8.2076,4.5138,0.526,-1.4262,0.152,-0.1835,-0.2063,0.4084,0.1688,-36.81,5.49,-6.88,104.6,-56.82,32.75,2.0,73.286,12.35357,76.607376,2157.28,NaN,22.46,32.048534,89.6,18 / 42,169416,2020-09-22 19:22:32:037
-5.6738,6.968,5.0285,-3.1015,8.1254,4.5308,-3.5222,2.2038,-0.5048,0.1595,0.5893,-0.5984,0.1688,-36.81,5.49,-6.88,104.6,-56.82,32.75,2.0,73.286,12.35357,76.607376,2157.28,NaN,22.46,32.048534,89.6,18 / 42,169517,2020-09-22 19:22:32:138
-0.8277,7.3034,3.1001,-3.1015,8.1254,4.5308,-3.5222,2.2038,-0.5048,0.1607,-0.0569,0.1718,0.1688,-36.84,6.49,-6.67,104.89,-55.95,34.39,2.0,75.688,12.35357,76.607376,2157.28,NaN,22.46,32.048534,89.6,18 / 42,169616,2020-09-22 19:22:32:237
-4.5144,9.4665,4.238,-3.1952,8.1778,4.3686,1.5302,0.5075,-0.0385,-0.093,-0.2733,0.2479,0.1688,-37.15,6.04,-7.16,106.69,-56.5,36.18,2.0,75.688,12.35357,76.607376,2157.28,NaN,22.46,32.048534,89.6,18 / 42,169717,2020-09-22 19:22:32:338
-2.6794,8.0603,4.6836,-2.8097,8.2506,4.4948,-0.3228,-1.2342,-0.7565,-0.093,-0.2733,0.2479,0.0,-36.38,7.73,-6.19,102.46,-57.28,32.01,2.0,75.688,12.35357,76.607376,2157.28,NaN,22.46,32.048534,89.6,18 / 42,169817,2020-09-22 19:22:32:438
-4.5383,11.6584,4.2164,-2.8097,8.2506,4.4948,-0.3228,-1.2342,-0.7565,0.1673,0.1977,-0.1443,0.0,-36.38,7.73,-6.19,102.46,-57.28,32.01,2.0,68.198,12.353578,76.60742,2160.42,NaN,22.14,32.048534,84.2,18 / 42,169917,2020-09-22 19:22:32:538
0.6072,7.0446,3.2582,-3.0349,8.3353,4.1812,0.0982,1.7895,1.1271,-0.2438,-0.6269,0.6475,0.1688,-36.78,4.71,-6.29,109.29,-58.21,35.97,2.0,68.198,12.353578,76.60742,2160.42,NaN,22.14,32.048534,84.2,18 / 42,170016,2020-09-22 19:22:32:637
-0.9595,7.9262,4.88,-2.1642,8.3977,4.5788,2.0621,-0.8133,-0.5584,-0.2438,-0.6269,0.6475,0.1688,-36.78,8.37,-4.63,98.84,-58.91,25.3,2.0,68.198,12.353578,76.60742,2160.42,NaN,22.14,32.048534,84.2,18 / 42,170117,2020-09-22 19:22:32:738
-2.792,8.4173,3.6415,-2.3601,8.3886,4.4979,0.6607,-0.0219,0.2394,-0.0624,0.2428,-0.0833,0.0,-36.86,7.15,-4.85,101.74,-58.8,27.69,2.0,66.315,12.353578,76.60742,2160.42,NaN,22.14,32.048534,84.2,18 / 42,170216,2020-09-22 19:22:32:837
-2.3441,8.3933,3.6439,-2.3601,8.3886,4.4979,0.6607,-0.0219,0.2394,0.0189,0.1393,-0.0201,0.0,-36.86,7.15,-4.85,101.74,-58.8,27.69,2.0,66.315,12.353578,76.60742,2160.42,NaN,22.14,32.048534,84.2,18 / 42,170317,2020-09-22 19:22:32:938
-1.4577,7.4639,5.1291,-2.4487,8.3588,4.506,0.6404,0.1152,-0.3959,0.0991,-0.0403,0.183,0.0,-36.62,7.28,-5.86,101.04,-58.47,28.52,2.0,66.315,12.353578,76.60742,2160.42,NaN,22.14,32.048534,84.2,18 / 42,170416,2020-09-22 19:22:33:037
-4.5887,12.2549,5.7591,-2.6923,8.3797,4.3246,1.8197,0.4317,-0.1861,0.0991,-0.0403,0.183,0.0,-36.9,5.71,-6.55,100.55,-58.47,28.52,2.0,66.315,12.353578,76.60742,2160.42,NaN,22.14,32.048534,84.2,18 / 42,170516,2020-09-22 19:22:33:137
-2.4758,6.4793,4.7914,-2.6923,8.3797,4.3246,1.8197,0.4317,-0.1861,-0.2739,0.2466,-0.0038,0.3376,-36.47,7.51,-6.89,101.59,-58.7,31.9,2.0,67.935,12.353578,76.60742,2160.42,NaN,22.14,32.048534,84.2,18 / 42,170616,2020-09-22 19:22:33:237
-1.1559,8.3047,3.9194,-2.5513,8.3591,4.4482,-1.5835,-0.237,0.6522,0.0352,-0.0066,0.0289,0.3376,-36.47,7.51,-6.89,101.59,-58.7,31.9,2.0,67.935,12.353578,76.60742,2160.42,NaN,22.14,32.048534,84.2,18 / 42,170717,2020-09-22 19:22:33:338
-4.3012,9.6965,3.8667,-2.6523,8.3818,4.3453,1.5481,-0.4873,-0.0527,0.1192,0.1592,-0.046,0.0,-36.44,6.84,-6.18,101.84,-58.47,29.84,2.0,67.935,12.353578,76.60742,2160.42,NaN,22.14,32.048534,84.2,18 / 42,170817,2020-09-22 19:22:33:438
-1.5919,9.1982,4.1278,-2.6605,8.4057,4.2938,-1.0278,0.3828,-0.2717,0.1192,0.1592,-0.046,0.0,-36.7,6.83,-7.24,102.38,-58.73,31.4,2.0,70.642,12.353593,76.60748,2160.5,NaN,22.46,32.048534,79.2,20 / 42,170917,2020-09-22 19:22:33:538
-2.5285,8.3119,3.9793,-2.6605,8.4057,4.2938,-1.0278,0.3828,-0.2717,-0.0263,-0.0999,-0.1659,0.0,-36.64,6.94,-6.09,104.15,-59.0,31.78,2.0,70.642,12.353593,76.60748,2160.5,NaN,22.46,32.048534,79.2,20 / 42,171016,2020-09-22 19:22:33:637
-0.4109,8.6281,4.4991,-2.5702,8.3776,4.4023,-0.1897,0.2674,-0.6926,0.2749,-0.07,-0.0465,0.0,-36.64,6.94,-6.09,104.15,-59.0,31.78,2.0,70.642,12.353593,76.60748,2160.5,NaN,22.46,32.048534,79.2,20 / 42,171117,2020-09-22 19:22:33:738
-3.2903,9.6797,3.481,-2.6151,8.4257,4.2824,1.1384,0.6415,-0.4224,0.2749,-0.07,-0.0465,0.1688,-37.25,6.36,-6.25,103.49,-58.68,30.28,2.0,71.573,12.353593,76.60748,2160.5,NaN,22.46,32.048534,79.2,20 / 42,171216,2020-09-22 19:22:33:837
-0.8301,8.24,2.9804,-2.538,8.5078,4.1649,1.4701,-1.0766,0.5203,-0.1258,-0.2655,0.3221,0.1688,-35.96,7.28,-2.46,109.22,-59.22,31.41,2.0,71.573,12.353593,76.60748,2160.5,NaN,22.46,32.048534,79.2,20 / 42,171316,2020-09-22 19:22:33:937
-4.2629,8.8772,2.8534,-2.538,8.5078,4.1649,1.4701,-1.0766,0.5203,-0.4821,0.0985,0.0208,0.0,-37.07,6.26,-6.0,104.96,-60.18,31.36,2.0,71.573,12.353593,76.60748,2160.5,NaN,22.46,32.048534,79.2,20 / 42,171417,2020-09-22 19:22:34:038
-1.3715,8.4388,4.0392,-2.5389,8.4192,4.3406,-0.804,-0.5001,0.3078,0.1438,0.0145,-0.118,0.0,-37.07,6.26,-6.0,104.96,-60.18,31.36,2.0,74.789,12.353593,76.60748,2160.5,NaN,22.46,32.048534,79.2,20 / 42,171516,2020-09-22 19:22:34:137
-2.7968,9.6557,3.8835,-2.6556,8.448,4.213,1.0631,0.8665,0.3327,0.1438,0.0145,-0.118,0.3376,-37.08,5.92,-6.46,103.69,-59.15,30.32,2.0,74.789,12.353593,76.60748,2160.5,NaN,22.46,32.048534,79.2,20 / 42,171616,2020-09-22 19:22:34:237
-1.2924,8.0819,3.9769,-2.6556,8.448,4.213,1.0631,0.8665,0.3327,-0.0438,-0.2337,0.1295,0.3376,-37.49,6.12,-5.58,105.51,-59.48,32.23,2.0,74.789,12.353593,76.60748,2160.5,NaN,22.46,32.048534,79.2,20 / 42,171716,2020-09-22 19:22:34:337
-3.0603,8.9778,3.6511,-2.462,8.4598,4.306,1.1372,-0.3867,-0.2197,0.082,0.03,-0.0617,0.0,-37.09,6.03,-6.11,103.33,-59.62,29.76,2.0,70.075,12.353593,76.60748,2160.5,NaN,22.46,32.048534,79.2,20 / 42,171817,2020-09-22 19:22:34:438
-3.0603,8.9778,3.6511,-2.524,8.4662,4.2571,0.1317,0.7092,-0.3947,0.082,0.03,-0.0617,0.0,-37.09,6.03,-6.11,103.33,-59.62,29.76,2.0,70.075,12.353605,76.607544,2161.65,NaN,24.95,32.048534,81.6,24 / 42,171917,2020-09-22 19:22:34:538
-2.6148,7.5669,4.5422,-2.7037,8.4622,4.1534,0.6309,1.7932,0.7239,0.0896,0.0538,-0.0821,0.0,-36.82,5.58,-3.32,108.3,-59.69,30.66,2.0,70.075,12.353605,76.607544,2161.65,NaN,24.95,32.048534,81.6,24 / 42,172017,2020-09-22 19:22:34:638
-0.3366,7.2531,3.6655,-2.7037,8.4622,4.1534,0.6309,1.7932,0.7239,-0.1768,-0.321,0.2766,0.0,-37.2,6.02,-5.55,106.33,-59.64,33.06,2.0,70.075,12.353605,76.607544,2161.65,NaN,24.95,32.048534,81.6,24 / 42,172117,2020-09-22 19:22:34:738
-1.5703,9.0497,3.8571,-2.3911,8.5104,4.2458,1.5226,-1.8214,-0.22,0.0279,0.1519,-0.1238,0.0,-36.38,5.37,-2.58,107.85,-60.21,29.39,2.0,69.814,12.353605,76.607544,2161.65,NaN,24.95,32.048534,81.6,24 / 42,172216,2020-09-22 19:22:34:837
-2.2387,11.0906,4.5398,-2.4958,8.5468,4.1102,0.1902,0.7368,0.1934,0.0279,0.1519,-0.1238,0.0,-36.38,5.37,-2.58,107.85,-60.21,29.39,2.0,69.814,12.353605,76.607544,2161.65,NaN,24.95,32.048534,81.6,24 / 42,172316,2020-09-22 19:22:34:937
-2.3393,8.2304,4.0224,-2.4958,8.5468,4.1102,0.1902,0.7368,0.1934,-0.11,0.0147,0.005,0.0,-37.49,4.57,-5.78,105.78,-60.64,31.27,2.0,69.814,12.353605,76.607544,2161.65,NaN,24.95,32.048534,81.6,24 / 42,172416,2020-09-22 19:22:35:037
-0.696,7.3081,4.4728,-2.4,8.4903,4.2809,-0.0685,0.6904,-0.2948,-0.051,-0.1016,0.1844,0.0,-36.88,6.37,-5.64,103.0,-59.97,29.28,2.0,69.527,12.353605,76.607544,2161.65,NaN,24.95,32.048534,81.6,24 / 42,172517,2020-09-22 19:22:35:138
-3.6017,10.7385,3.8427,-2.3956,8.5468,4.1694,1.5873,-1.559,-0.1266,0.13,0.2105,-0.2764,0.0,-37.3,4.35,-6.1,105.26,-60.64,29.88,2.0,69.527,12.353605,76.607544,2161.65,NaN,24.95,32.048534,81.6,24 / 42,172617,2020-09-22 19:22:35:238
-1.5655,9.4737,3.3469,-2.5267,8.5409,4.1037,-1.0326,1.6374,0.0712,0.13,0.2105,-0.2764,0.0,-37.3,4.35,-6.1,105.26,-60.64,29.88,2.0,69.527,12.353605,76.607544,2161.65,NaN,24.95,32.048534,81.6,24 / 42,172717,2020-09-22 19:22:35:338
-1.8841,7.8495,4.7291,-2.5267,8.5409,4.1037,-1.0326,1.6374,0.0712,-0.1815,-0.0949,0.0114,0.0,-36.81,4.81,-5.37,107.45,-60.57,31.62,2.0,69.903,12.353605,76.607544,2161.65,NaN,24.95,32.048534,81.6,24 / 42,172816,2020-09-22 19:22:35:437
-2.6411,7.162,4.4967,-2.4169,8.5164,4.219,0.509,-0.5475,-0.0822,-0.0312,0.0682,0.0827,0.0,-36.17,5.6,-2.56,107.48,-60.28,29.81,2.0,69.903,12.353618,76.607605,2165.25,NaN,26.39,32.048534,82.5,23 / 42,172917,2020-09-22 19:22:35:538
-2.1884,10.1923,2.9348,-2.5408,8.5447,4.0869,0.6463,-0.5489,0.5868,-0.0312,0.0682,0.0827,0.0,-37.02,4.69,-5.04,107.7,-60.61,31.87,2.0,69.903,12.353618,76.607605,2165.25,NaN,26.39,32.048534,82.5,23 / 42,173016,2020-09-22 19:22:35:637
-2.1381,8.8413,4.4536,-2.5434,8.5377,4.0999,0.2233,0.4658,0.1887,-0.0528,-0.0704,-0.1171,0.0,-37.02,4.69,-5.04,107.7,-60.61,31.87,2.0,71.059,12.353618,76.607605,2165.25,NaN,26.39,32.048534,82.5,23 / 42,173116,2020-09-22 19:22:35:737
-1.5943,9.1383,3.4259,-2.5434,8.5377,4.0999,0.2233,0.4658,0.1887,-0.0453,-0.139,0.0281,0.0,-36.13,3.6,-1.94,112.45,-60.53,31.81,2.0,71.059,12.353618,76.607605,2165.25,NaN,26.39,32.048534,82.5,23 / 42,173216,2020-09-22 19:22:35:837
-0.8637,8.1657,4.2931,-2.3556,8.5488,4.1879,0.6256,0.1073,-0.5272,0.0431,0.0145,-0.0306,0.0,-35.97,4.6,-1.71,109.43,-60.66,29.36,2.0,71.059,12.353618,76.607605,2165.25,NaN,26.39,32.048534,82.5,23 / 42,173317,2020-09-22 19:22:35:938
-2.1452,9.1144,3.8356,-2.428,8.5716,4.0992,0.9419,-0.0588,-0.0769,0.0431,0.0145,-0.0306,0.0,-37.18,4.23,-4.02,108.8,-60.93,30.64,2.0,71.059,12.353618,76.607605,2165.25,NaN,26.39,32.048534,82.5,23 / 42,173417,2020-09-22 19:22:36:038
-0.866,9.0784,5.2226,-2.428,8.5716,4.0992,0.9419,-0.0588,-0.0769,0.0277,-0.04,-0.0102,0.0,-37.18,4.23,-4.02,108.8,-60.93,30.64,2.0,69.844,12.353618,76.607605,2165.25,NaN,26.39,32.048534,82.5,23 / 42,173517,2020-09-22 19:22:36:138
-1.9033,7.9118,3.7062,-2.4974,8.5892,4.0199,1.0008,0.6751,0.0192,-0.173,-0.1575,0.0336,0.0,-37.37,2.89,-4.12,110.71,-61.15,31.85,2.0,69.844,12.353618,76.607605,2165.25,NaN,26.39,32.048534,82.5,23 / 42,173616,2020-09-22 19:22:36:237
-1.2326,7.4351,4.2093,-2.3021,8.5481,4.219,0.1559,0.2131,-0.4251,0.1142,0.0524,-0.0072,0.0,-36.99,4.46,-3.54,106.86,-60.65,28.62,2.0,69.844,12.353618,76.607605,2165.25,NaN,26.39,32.048534,82.5,23 / 42,173717,2020-09-22 19:22:36:338
-2.7968,9.8474,3.9745,-2.4342,8.5825,4.0726,1.0227,-0.4343,-0.3303,0.1142,0.0524,-0.0072,0.0,-36.64,3.57,-1.42,113.34,-61.07,30.87,2.0,69.76,12.353618,76.607605,2165.25,NaN,26.39,32.048534,82.5,23 / 42,173817,2020-09-22 19:22:36:438
-2.7968,9.8474,3.9745,-2.4342,8.5825,4.0726,1.0227,-0.4343,-0.3303,0.093,0.1566,-0.1408,0.0,-36.64,3.57,-1.42,113.34,-61.07,30.87,2.0,69.76,12.353633,76.60769,2166.71,NaN,29.12,32.048534,85.0,20 / 42,173917,2020-09-22 19:22:36:538
-2.9837,9.1,4.9063,-2.5459,8.5569,4.058,-0.6243,1.7613,0.0167,0.0787,0.1974,0.0027,0.0,-37.07,4.02,-4.81,108.7,-60.76,32.1,2.0,69.76,12.353633,76.60769,2166.71,NaN,29.12,32.048534,85.0,20 / 42,174017,2020-09-22 19:22:36:638
-2.5477,7.1692,5.0525,-2.3538,8.5567,4.1728,-0.4302,-0.5369,-0.0175,0.0787,0.1974,0.0027,0.0,-37.24,4.02,-5.74,107.32,-60.76,32.1,2.0,73.192,12.353633,76.60769,2166.71,NaN,29.12,32.048534,85.0,20 / 42,174117,2020-09-22 19:22:36:738
0.1137,10.4271,2.0365,-2.3538,8.5567,4.1728,-0.4302,-0.5369,-0.0175,-0.0289,0.0778,0.399,0.0,-37.21,5.91,-5.43,104.75,-60.76,29.43,2.0,73.192,12.353633,76.60769,2166.71,NaN,29.12,32.048534,85.0,20 / 42,174216,2020-09-22 19:22:36:837
0.1137,10.4271,2.0365,-2.1049,8.7124,3.9791,1.3097,-3.0433,0.7211,0.4085,1.0582,-1.0738,0.0,-37.21,5.91,-5.43,104.75,-60.76,29.43,2.0,73.192,12.353633,76.60769,2166.71,NaN,29.12,32.048534,85.0,20 / 42,174316,2020-09-22 19:22:36:937
-8.1675,10.3097,2.13,-3.0235,8.541,3.7524,-2.7304,4.207,1.1237,0.0403,-0.644,0.4661,0.0,-37.73,2.57,-8.64,100.99,-62.68,27.88,2.0,73.192,12.353633,76.60769,2166.71,NaN,29.12,32.048534,85.0,20 / 42,174417,2020-09-22 19:22:37:038
-0.4325,6.0553,4.4847,-2.3759,8.6743,3.9092,1.4829,-2.3806,-0.164,0.0403,-0.644,0.4661,0.0,-37.34,4.91,-6.69,111.4,-60.57,38.86,2.0,73.344,12.353633,76.60769,2166.71,NaN,29.12,32.048534,85.0,20 / 42,174517,2020-09-22 19:22:37:138
-3.5682,11.2463,2.3456,-2.3759,8.6743,3.9092,1.4829,-2.3806,-0.164,0.1618,-0.0196,-0.0528,0.0,-37.49,3.23,-5.75,107.67,-62.19,31.29,2.0,73.344,12.353633,76.60769,2166.71,NaN,29.12,32.048534,85.0,20 / 42,174617,2020-09-22 19:22:37:238
-2.6651,9.3012,4.7985,-2.5461,8.7384,3.6507,0.444,0.5894,0.2533,-0.2805,0.0028,0.0805,0.0,-37.49,3.23,-5.75,107.67,-62.19,31.29,2.0,73.344,12.353633,76.60769,2166.71,NaN,29.12,32.048534,85.0,20 / 42,174717,2020-09-22 19:22:37:338
-1.2374,5.9978,3.9074,-2.3617,8.6546,3.9612,-0.5906,1.1067,0.3655,-0.2805,0.0028,0.0805,0.0,-37.35,3.79,-5.87,110.54,-63.01,34.89,2.0,72.781,12.353633,76.60769,2166.71,NaN,29.12,32.048534,85.0,20 / 42,174817,2020-09-22 19:22:37:438
-1.3739,8.0699,3.9074,-2.2038,8.6898,3.975,1.7833,-2.1746,-0.4725,0.0233,-0.272,0.3398,0.0,-36.59,5.27,-5.01,107.12,-61.95,30.8,2.0,72.781,12.353646,76.60777,2166.43,NaN,30.96,32.048534,82.4,24 / 42,174916,2020-09-22 19:22:37:537
-3.6161,9.9456,4.65,-2.2038,8.6898,3.975,1.7833,-2.1746,-0.4725,0.1466,0.302,-0.2691,0.0,-37.08,3.36,-6.06,105.61,-62.39,29.0,2.0,72.781,12.353646,76.60777,2166.43,NaN,30.96,32.048534,82.4,24 / 42,175017,2020-09-22 19:22:37:638
-2.3297,7.2195,3.6846,-2.3426,8.7064,3.8576,-1.1605,0.9965,0.6157,0.0309,-0.0245,0.0651,0.0,-37.08,3.36,-6.06,105.61,-62.39,29.0,2.0,67.469,12.353646,76.60777,2166.43,NaN,30.96,32.048534,82.4,24 / 42,175117,2020-09-22 19:22:37:738
-2.4662,9.6054,4.0703,-2.3805,8.7096,3.8272,0.9129,0.32,-0.2356,0.0309,-0.0245,0.0651,0.0,-37.3,4.13,-6.44,107.05,-62.6,31.27,2.0,67.469,12.353646,76.60777,2166.43,NaN,30.96,32.048534,82.4,24 / 42,175217,2020-09-22 19:22:37:838
-2.6579,9.433,3.7182,-2.3805,8.7096,3.8272,0.9129,0.32,-0.2356,0.1525,0.0302,0.0476,0.0,-37.83,3.77,-6.03,107.92,-62.64,31.88,2.0,67.469,12.353646,76.60777,2166.43,NaN,30.96,32.048534,82.4,24 / 42,175317,2020-09-22 19:22:37:938
-1.417,7.5357,4.2021,-2.3738,8.7354,3.772,-0.0302,0.6093,0.1166,-0.0884,-0.0739,-0.049,0.0,-37.55,3.78,-5.66,108.29,-62.97,32.18,2.0,69.743,12.353646,76.60777,2166.43,NaN,30.96,32.048534,82.4,24 / 42,175417,2020-09-22 19:22:38:038
-1.0792,8.9515,4.468,-2.3018,8.7331,3.8217,0.2911,-0.6076,0.197,0.17,0.0924,-0.0493,0.0,-37.55,3.78,-5.66,108.29,-62.97,32.18,2.0,69.743,12.353646,76.60777,2166.43,NaN,30.96,32.048534,82.4,24 / 42,175517,2020-09-22 19:22:38:138
-3.9898,10.5564,3.9122,-2.4205,8.7617,3.6803,0.3947,0.9131,0.4167,0.17,0.0924,-0.0493,0.0,-36.83,3.69,-3.97,109.76,-62.94,31.06,2.0,69.743,12.353646,76.60777,2166.43,NaN,30.96,32.048534,82.4,24 / 42,175618,2020-09-22 19:22:38:239
-3.9898,10.5564,3.9122,-2.4205,8.7617,3.6803,0.3947,0.9131,0.4167,-0.3039,-0.1343,0.082,0.0,-37.51,4.23,-6.01,109.46,-63.31,33.33,2.0,67.956,12.353646,76.60777,2166.43,NaN,30.96,32.048534,82.4,24 / 42,175717,2020-09-22 19:22:38:338
-0.7295,6.9608,4.8105,-2.1615,8.7097,3.9547,-0.9361,-0.6002,0.1316,0.0146,-0.026,0.1493,0.0,-37.0,4.7,-5.5,103.96,-62.64,28.66,2.0,67.956,12.353646,76.60777,2166.43,NaN,30.96,32.048534,82.4,24 / 42,175817,2020-09-22 19:22:38:438
-0.7295,6.9608,4.8105,-2.1583,8.7694,3.8223,1.3389,-1.9747,0.2071,0.0146,-0.026,0.1493,0.0,-37.0,4.7,-5.5,103.96,-62.64,28.66,2.0,67.956,12.353655,76.60786,2166.35,NaN,31.36,32.048534,82.7,22 / 42,175917,2020-09-22 19:22:38:538
-2.3848,9.1814,5.2609,-2.1583,8.7694,3.8223,1.3389,-1.9747,0.2071,0.2373,0.0594,-0.1702,0.0,-37.51,3.12,-5.29,107.89,-63.41,29.45,2.0,67.956,12.353655,76.60786,2166.35,NaN,31.36,32.048534,82.7,22 / 42,176017,2020-09-22 19:22:38:638
-2.3848,9.1814,5.2609,-2.2388,8.7595,3.7987,-0.7099,1.9003,-0.4531,0.1356,-0.098,-0.1247,0.0,-36.58,3.91,-2.45,112.23,-63.28,30.51,2.0,72.192,12.353655,76.60786,2166.35,NaN,31.36,32.048534,82.7,22 / 42,176117,2020-09-22 19:22:38:738
-2.4303,8.5418,4.1086,-2.2253,8.7199,3.8964,-0.0601,1.277,-0.5673,0.1024,-0.2641,0.2363,0.0,-37.03,4.69,-4.82,106.37,-62.77,29.73,2.0,72.192,12.353655,76.60786,2166.35,NaN,31.36,32.048534,82.7,22 / 42,176217,2020-09-22 19:22:38:838
-0.018,6.1751,3.7781,-2.0665,8.8072,3.7858,1.524,-2.6651,-0.4886,0.1024,-0.2641,0.2363,0.0,-37.03,4.69,-4.82,106.37,-62.77,29.73,2.0,72.192,12.353655,76.60786,2166.35,NaN,31.36,32.048534,82.7,22 / 42,176317,2020-09-22 19:22:38:938
-2.2339,11.4787,4.8752,-2.0665,8.8072,3.7858,1.524,-2.6651,-0.4886,0.1817,0.2029,-0.2583,0.0,-37.34,3.23,-4.36,108.41,-63.91,28.63,2.0,68.521,12.353655,76.60786,2166.35,NaN,31.36,32.048534,82.7,22 / 42,176416,2020-09-22 19:22:39:037
-3.1993,9.9911,3.3373,-2.2161,8.8006,3.7159,-0.8547,3.306,0.4437,-0.3489,-0.2279,0.211,0.0,-35.81,3.83,-2.26,112.52,-63.82,30.81,2.0,68.521,12.353655,76.60786,2166.35,NaN,31.36,32.048534,82.7,22 / 42,176517,2020-09-22 19:22:39:138
-0.7199,7.1405,4.3698,-1.8567,8.7739,3.9675,0.0975,-1.4992,0.4866,-0.3489,-0.2279,0.211,0.0,-36.96,4.91,-3.43,105.07,-63.47,25.08,2.0,68.521,12.353655,76.60786,2166.35,NaN,31.36,32.048534,82.7,22 / 42,176617,2020-09-22 19:22:39:238
-2.1165,11.5027,3.7517,-2.05,8.8365,3.7262,1.1235,-1.4087,0.4737,0.0139,0.0701,0.0636,0.0,-36.96,4.91,-3.43,105.07,-63.47,25.08,2.0,70.613,12.353655,76.60786,2166.35,NaN,31.36,32.048534,82.7,22 / 42,176717,2020-09-22 19:22:39:338
-2.356,9.2198,4.2524,-2.05,8.8365,3.7262,1.1235,-1.4087,0.4737,0.1183,0.0749,-0.246,0.0,-37.24,3.23,-4.46,108.68,-64.3,28.82,2.0,70.613,12.353655,76.60786,2166.35,NaN,31.36,32.048534,82.7,22 / 42,176817,2020-09-22 19:22:39:438
-1.8769,7.4327,3.0379,-2.066,8.7514,3.9134,-1.193,2.1902,-0.9979,-0.129,-0.223,0.2281,0.0,-37.02,3.91,-3.76,106.82,-63.18,27.83,2.0,70.613,12.353658,76.607925,2169.43,NaN,32.36,32.09756,84.9,19 / 42,176917,2020-09-22 19:22:39:538
-1.3212,6.6757,3.39,-1.5996,8.8034,4.014,0.0309,-2.1142,-0.2001,-0.129,-0.223,0.2281,0.0,-36.39,5.48,-1.77,103.32,-63.86,21.73,2.0,71.038,12.353658,76.607925,2169.43,NaN,32.36,32.09756,84.9,19 / 42,177016,2020-09-22 19:22:39:637
-3.4628,8.5251,2.9037,-1.5996,8.8034,4.014,0.0309,-2.1142,-0.2001,0.1574,0.367,-0.0856,0.0,-36.39,5.48,-1.77,103.32,-63.86,21.73,2.0,71.038,12.353658,76.607925,2169.43,NaN,32.36,32.09756,84.9,19 / 42,177117,2020-09-22 19:22:39:738
-2.3177,11.2631,3.6775,-1.9495,8.7995,3.865,0.4367,0.595,0.0904,0.1487,0.0796,-0.0221,0.0,-37.09,4.13,-4.12,105.99,-63.81,26.77,2.0,71.038,12.353658,76.607925,2169.43,NaN,32.36,32.09756,84.9,19 / 42,177216,2020-09-22 19:22:39:837
-1.9392,7.2339,3.8859,-1.8765,8.8076,3.8828,-0.6243,1.9195,-0.2678,-0.1026,-0.2845,0.2669,0.0,-37.26,4.34,-4.37,105.11,-63.91,25.79,2.0,71.038,12.353658,76.607925,2169.43,NaN,32.36,32.09756,84.9,19 / 42,177317,2020-09-22 19:22:39:938
0.1568,5.6792,2.1683,-1.4388,8.869,3.9295,0.1648,-3.2956,-0.5159,-0.1026,-0.2845,0.2669,0.0,-36.18,5.93,-1.42,102.84,-64.74,20.11,2.0,72.505,12.353658,76.607925,2169.43,NaN,32.36,32.09756,84.9,19 / 42,177417,2020-09-22 19:22:40:038
