ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-1.5607,7.6387,3.5481,-1.732,8.3465,4.8484,-0.1998,2.0486,-2.6428,-0.0017,0.12,-0.0583,0.0,-32.82,-8.15,13.1,132.03,-58.33,19.66,2.0,0.0,12.354675,76.59669,2223.26,NaN,20.12,13.976172,123.1,17 / 42,8516,2020-09-22 19:19:51:137
-2.5165,9.5048,4.2572,-1.5493,8.4486,4.7319,-0.2731,-1.6874,0.8167,0.0613,-0.0141,0.0115,0.0,-32.42,-8.15,14.84,134.07,-59.49,18.13,2.0,0.0,12.354675,76.59669,2223.26,NaN,20.12,13.976172,123.1,17 / 42,8616,2020-09-22 19:19:51:237
-1.4529,9.1072,5.9005,-1.6653,8.4518,4.6865,-0.7113,0.7376,-0.6007,0.0613,-0.0141,0.0115,0.0,-32.92,-8.05,14.76,134.66,-59.52,19.56,2.0,0.0,12.354675,76.59669,2223.26,NaN,20.12,13.976172,123.1,17 / 42,8717,2020-09-22 19:19:51:338
-1.623,8.6089,3.929,-1.6653,8.4518,4.6865,-0.7113,0.7376,-0.6007,-0.0467,0.0075,-0.0469,0.1688,-32.92,-8.05,14.76,134.66,-59.52,19.56,2.0,0.0,12.354675,76.59669,2223.26,NaN,20.12,13.976172,123.1,17 / 42,8817,2020-09-22 19:19:51:438
-1.4122,7.5621,4.5853,-1.5758,8.5078,4.6157,0.001,0.0838,1.0111,0.037,0.0052,0.0532,0.1688,-32.3,-7.62,14.94,134.8,-60.18,18.85,2.0,0.0,12.354634,76.59674,2224.88,NaN,21.24,13.275803,128.0,19 / 42,8917,2020-09-22 19:19:51:538
-1.7739,8.0699,4.8728,-1.6398,8.4948,4.6173,0.4546,-0.3314,-0.051,0.037,0.0052,0.0532,0.0,-32.72,-7.46,14.56,134.14,-60.02,19.55,2.0,0.0,12.354634,76.59674,2224.88,NaN,21.24,13.275803,128.0,19 / 42,9016,2020-09-22 19:19:51:637
-2.253,7.4423,4.7411,-1.6924,8.4623,4.6579,0.0471,-0.5773,0.4124,0.0116,0.1784,-0.0329,0.0,-32.64,-7.51,13.33,132.45,-59.65,19.97,2.0,0.0,12.354634,76.59674,2224.88,NaN,21.24,13.275803,128.0,19 / 42,9116,2020-09-22 19:19:51:737
-1.8554,10.2642,4.2452,-1.6924,8.4623,4.6579,0.0471,-0.5773,0.4124,0.2479,-0.2395,0.0838,0.0,-32.64,-7.51,13.33,132.45,-59.65,19.97,2.0,0.0,12.354634,76.59674,2224.88,NaN,21.24,13.275803,128.0,19 / 42,9217,2020-09-22 19:19:51:838
-2.4686,7.9573,6.4227,-1.5486,8.5915,4.4676,-0.7405,0.1327,-0.3243,-0.315,0.3992,-0.107,0.0,-33.42,-6.68,14.74,134.48,-59.65,19.97,2.0,0.0,12.354634,76.59674,2224.88,NaN,21.24,13.275803,128.0,19 / 42,9317,2020-09-22 19:19:51:938
-1.6661,6.9009,4.5446,-1.7714,8.4485,4.6535,-0.5176,0.0358,1.4694,-0.315,0.3992,-0.107,0.0,-35.07,-7.31,10.02,126.06,-61.17,19.12,2.0,0.0,12.354634,76.59674,2224.88,NaN,21.24,13.275803,128.0,19 / 42,9417,2020-09-22 19:19:52:038
-1.3284,7.5669,4.3338,-1.7714,8.4485,4.6535,-0.5176,0.0358,1.4694,0.0486,-0.122,0.103,0.0,-33.42,-7.08,12.65,132.63,-59.49,20.84,2.0,0.0,12.354634,76.59674,2224.88,NaN,21.24,13.275803,128.0,19 / 42,9517,2020-09-22 19:19:52:138
-0.9307,7.9358,5.0908,-1.6232,8.5136,4.5884,0.1003,-1.64,0.0298,0.1908,-0.1792,0.0027,0.0,-33.42,-7.08,12.65,132.63,-59.49,20.84,2.0,0.0,12.354634,76.59674,2224.88,NaN,21.24,13.275803,128.0,19 / 42,9617,2020-09-22 19:19:52:238
-2.7561,10.4486,4.4368,-1.5522,8.5605,4.5254,0.5463,-0.2596,0.1618,0.0476,0.0443,0.0767,0.0,-33.29,-6.96,13.76,132.8,-60.24,19.48,2.0,0.0,12.354634,76.59674,2224.88,NaN,21.24,13.275803,128.0,19 / 42,9717,2020-09-22 19:19:52:338
-2.2411,9.6701,6.5712,-1.5785,8.5435,4.5483,-0.8703,1.961,0.1605,0.0476,0.0443,0.0767,0.0,-34.16,-6.04,13.14,129.81,-60.8,18.93,2.0,0.0,12.354634,76.59674,2224.88,NaN,21.24,13.275803,128.0,19 / 42,9817,2020-09-22 19:19:52:438
-1.6063,5.0684,3.9457,-1.5785,8.5435,4.5483,-0.8703,1.961,0.1605,-0.3957,0.3727,-0.1125,0.0,-33.86,-6.39,11.08,127.29,-60.6,19.14,2.0,0.0,12.35462,76.5968,2221.3,NaN,23.72,12.226105,115.6,21 / 42,9917,2020-09-22 19:19:52:538
-1.5344,8.9131,2.9995,-1.6554,8.4935,4.6141,-0.4512,-1.8541,2.2256,0.3188,-0.2109,0.1885,0.0,-33.86,-6.39,11.08,127.29,-60.6,19.14,2.0,0.0,12.35462,76.5968,2221.3,NaN,23.72,12.226105,115.6,21 / 42,10016,2020-09-22 19:19:52:637
-1.9536,9.1742,7.5725,-1.5441,8.5941,4.4641,-0.0072,-0.6746,-1.5218,0.3188,-0.2109,0.1885,0.0,-33.99,-5.99,14.22,131.76,-60.01,19.74,2.0,0.0,12.35462,76.5968,2221.3,NaN,23.72,12.226105,115.6,21 / 42,10116,2020-09-22 19:19:52:737
-1.9824,7.1405,3.8859,-1.4754,8.527,4.6135,-0.5869,-0.568,2.351,-0.3736,0.1496,-0.1834,0.0,-34.16,-6.19,11.41,127.3,-61.21,19.08,2.0,0.0,12.35462,76.5968,2221.3,NaN,23.72,12.226105,115.6,21 / 42,10216,2020-09-22 19:19:52:837
-1.2493,8.767,4.9351,-1.4754,8.527,4.6135,-0.5869,-0.568,2.351,0.1784,-0.2833,0.2955,0.0,-34.19,-5.45,13.71,129.36,-60.4,17.73,2.0,0.0,12.35462,76.5968,2221.3,NaN,23.72,12.226105,115.6,21 / 42,10318,2020-09-22 19:19:52:939
-1.6206,8.2879,6.1424,-1.4872,8.4932,4.6716,0.2029,0.2899,-1.117,0.0371,0.1372,-0.127,0.0,-34.19,-5.45,13.71,129.36,-60.4,17.73,2.0,0.0,12.35462,76.5968,2221.3,NaN,23.72,12.226105,115.6,21 / 42,10417,2020-09-22 19:19:53:038
-1.2661,7.7777,5.1052,-1.5357,8.4953,4.652,-0.0222,-0.237,1.4633,0.0371,0.1372,-0.127,0.0,-34.47,-5.83,11.78,127.21,-60.0,17.66,2.0,0.0,12.35462,76.5968,2221.3,NaN,23.72,12.226105,115.6,21 / 42,10517,2020-09-22 19:19:53:138
-1.5727,9.0305,4.3865,-1.5357,8.4953,4.652,-0.0222,-0.237,1.4633,0.0988,-0.1177,0.1121,0.3376,-34.11,-5.6,12.55,129.1,-60.03,18.27,2.0,0.0,12.35462,76.5968,2221.3,NaN,23.72,12.226105,115.6,21 / 42,10617,2020-09-22 19:19:53:238
-1.5895,7.3465,6.8132,-1.4349,8.5138,4.6504,-0.1894,-0.0448,-0.3803,-0.2403,0.1901,-0.0716,0.3376,-35.45,-5.62,9.65,123.56,-60.25,17.15,2.0,0.0,12.35462,76.5968,2221.3,NaN,23.72,12.226105,115.6,21 / 42,10717,2020-09-22 19:19:53:338
-1.2757,7.4447,4.8441,-1.4326,8.4464,4.7724,-0.4878,-1.2798,1.3932,-0.2403,0.1901,-0.0716,0.5064,-35.45,-5.62,9.65,123.56,-60.25,17.15,2.0,0.0,12.35462,76.5968,2221.3,NaN,23.72,12.226105,115.6,21 / 42,10816,2020-09-22 19:19:53:437
-2.253,9.7707,4.5853,-1.3975,8.4642,4.7513,-0.1896,-0.7519,-0.0314,0.0108,-0.1008,0.0385,0.5064,-33.86,-5.57,13.75,128.89,-59.46,16.71,2.0,65.441,12.354597,76.59686,2220.15,NaN,23.87,12.226105,114.0,17 / 42,10916,2020-09-22 19:19:53:537
-1.6661,7.6291,7.4815,-1.3975,8.4642,4.7513,-0.1896,-0.7519,-0.0314,-0.3279,0.1786,-0.0681,0.0,-33.94,-5.1,13.01,126.69,-59.67,16.39,2.0,65.441,12.354597,76.59686,2220.15,NaN,23.87,12.226105,114.0,17 / 42,11016,2020-09-22 19:19:53:637
-1.199,7.8879,4.0775,-1.4751,8.3839,4.8688,0.0463,-0.0529,2.294,0.1759,-0.2911,0.1594,0.0,-33.58,-5.44,13.77,128.28,-58.75,16.85,2.0,65.441,12.354597,76.59686,2220.15,NaN,23.87,12.226105,114.0,17 / 42,11117,2020-09-22 19:19:53:738
-1.3044,8.767,5.2896,-1.3416,8.441,4.8084,0.6532,0.002,-0.086,0.1759,-0.2911,0.1594,0.0,-33.58,-5.44,13.77,128.28,-58.75,16.85,2.0,65.441,12.354597,76.59686,2220.15,NaN,23.87,12.226105,114.0,17 / 42,11217,2020-09-22 19:19:53:838
-1.2565,7.2914,5.6058,-1.3416,8.441,4.8084,0.6532,0.002,-0.086,-0.0621,0.0401,0.0132,0.0,-34.17,-5.31,12.3,124.59,-59.4,15.59,2.0,75.29,12.354597,76.59686,2220.15,NaN,23.87,12.226105,114.0,17 / 42,11317,2020-09-22 19:19:53:938
-1.4074,9.0664,5.3926,-1.3219,8.4165,4.8565,0.3903,-0.6337,0.7729,0.0959,0.0125,0.0137,0.0,-33.5,-5.12,13.42,125.54,-59.12,15.23,2.0,75.29,12.354597,76.59686,2220.15,NaN,23.87,12.226105,114.0,17 / 42,11417,2020-09-22 19:19:54:038
-0.3798,7.5094,6.806,-1.3142,8.4351,4.8261,-0.1204,0.7043,0.4174,-0.0499,0.1086,-0.0128,0.0,-34.24,-5.75,11.02,123.6,-59.33,15.23,2.0,75.29,12.354597,76.59686,2220.15,NaN,23.87,12.226105,114.0,17 / 42,11517,2020-09-22 19:19:54:138
-1.199,6.199,3.9985,-1.2413,8.4526,4.8148,0.1057,-2.5793,0.1384,-0.0499,0.1086,-0.0128,0.0,-34.24,-5.75,11.02,123.6,-59.33,15.23,2.0,71.571,12.354597,76.59686,2220.15,NaN,23.87,12.226105,114.0,17 / 42,11617,2020-09-22 19:19:54:238
-1.8362,11.5242,5.1818,-1.2413,8.4526,4.8148,0.1057,-2.5793,0.1384,0.0918,-0.0077,0.0855,0.0,-35.02,-5.55,11.36,122.39,-59.53,14.46,2.0,71.571,12.354597,76.59686,2220.15,NaN,23.87,12.226105,114.0,17 / 42,11717,2020-09-22 19:19:54:338
-1.4338,7.4303,7.1605,-1.3838,8.4161,4.8399,-0.3661,2.2817,0.1064,-0.1035,-0.0214,-0.1236,0.0,-34.04,-5.14,13.57,127.51,-59.12,15.96,2.0,71.571,12.354597,76.59686,2220.15,NaN,23.87,12.226105,114.0,17 / 42,11816,2020-09-22 19:19:54:437
-0.8349,7.689,4.2667,-1.2351,8.4319,4.8526,-0.4991,-1.6333,0.9385,-0.1035,-0.0214,-0.1236,0.0,-33.47,-5.17,14.37,126.64,-59.3,14.28,2.0,71.05,12.354571,76.59693,2223.42,NaN,24.95,12.226105,114.6,17 / 42,11916,2020-09-22 19:19:54:537
-1.1942,7.1285,5.1962,-1.319,8.4566,4.7872,0.591,-1.408,0.6094,-0.061,0.0297,0.0537,0.0,-33.47,-5.17,14.37,126.64,-59.3,14.28,2.0,71.05,12.354571,76.59693,2223.42,NaN,24.95,12.226105,114.6,17 / 42,12017,2020-09-22 19:19:54:638
-0.2288,10.875,6.279,-1.319,8.4566,4.7872,0.591,-1.408,0.6094,0.0679,-0.0292,-0.0687,0.0,-33.97,-5.5,14.68,128.98,-59.58,15.4,2.0,71.05,12.354571,76.59693,2223.42,NaN,24.95,12.226105,114.6,17 / 42,12117,2020-09-22 19:19:54:738
-1.8099,7.3561,5.6466,-1.3842,8.3774,4.9064,0.9084,2.0743,1.4553,-0.0526,-0.019,0.2721,0.0,-33.73,-5.48,12.71,125.95,-58.68,15.76,2.0,69.628,12.354571,76.59693,2223.42,NaN,24.95,12.226105,114.6,17 / 42,12217,2020-09-22 19:19:54:838
-1.9296,9.9432,4.9016,-1.0991,8.5098,4.7483,-0.1185,-1.2585,1.0134,-0.0526,-0.019,0.2721,0.0,-34.0,-3.77,13.8,124.35,-60.2,13.03,2.0,69.628,12.354571,76.59693,2223.42,NaN,24.95,12.226105,114.6,17 / 42,12317,2020-09-22 19:19:54:938
-0.8062,7.1932,9.4674,-1.0991,8.5098,4.7483,-0.1185,-1.2585,1.0134,-0.817,0.5847,-0.0892,0.0,-34.0,-3.77,13.8,124.35,-60.2,13.03,2.0,69.628,12.354571,76.59693,2223.42,NaN,24.95,12.226105,114.6,17 / 42,12417,2020-09-22 19:19:55:038
-1.0289,3.5616,4.1829,-1.5733,8.2115,5.1251,0.6722,-1.3691,3.2039,0.7547,-0.5601,0.2724,0.0,-33.59,-5.99,10.53,124.92,-56.86,17.07,2.0,71.182,12.354571,76.59693,2223.42,NaN,24.95,12.226105,114.6,17 / 42,12517,2020-09-22 19:19:55:138
-1.3931,11.747,2.3024,-0.9546,8.644,4.5321,0.0777,-2.8156,-1.1553,0.7547,-0.5601,0.2724,0.0,-34.96,-4.35,14.14,122.94,-61.82,11.89,2.0,71.182,12.354571,76.59693,2223.42,NaN,24.95,12.226105,114.6,17 / 42,12617,2020-09-22 19:19:55:238
-1.9416,7.9406,9.8698,-1.4827,8.2764,5.0471,0.4198,0.6985,3.9545,-0.9847,0.6534,-0.407,0.0,-34.32,-5.33,12.57,126.33,-57.56,16.37,2.0,71.182,12.354571,76.59693,2223.42,NaN,24.95,12.226105,114.6,17 / 42,12716,2020-09-22 19:19:55:337
-0.5235,8.1873,5.4429,-1.4827,8.2764,5.0471,0.4198,0.6985,3.9545,0.2896,-0.5114,0.4848,0.0,-34.32,-5.33,12.57,126.33,-57.56,16.37,2.0,71.182,12.354571,76.59693,2223.42,NaN,24.95,12.226105,114.6,17 / 42,12819,2020-09-22 19:19:55:440
-1.1343,6.0984,4.856,-1.1051,8.4005,4.9378,0.8916,-0.5294,0.182,0.1583,0.0246,0.0086,0.0,-34.48,-5.0,12.83,126.33,-57.56,16.37,2.0,69.966,12.354546,76.59699,2223.52,NaN,23.18,12.226105,114.9,18 / 42,12916,2020-09-22 19:19:55:537
-1.0313,9.1096,5.534,-1.1995,8.4003,4.916,0.3494,-0.817,0.3645,0.1583,0.0246,0.0086,0.0,-34.91,-4.8,12.47,121.28,-58.94,12.62,2.0,69.966,12.354546,76.59699,2223.52,NaN,23.18,12.226105,114.9,18 / 42,13018,2020-09-22 19:19:55:639
-1.853,7.8184,6.3484,-1.1995,8.4003,4.916,0.3494,-0.817,0.3645,-0.1097,-0.0963,-0.0837,0.0,-35.84,-5.41,10.8,120.47,-58.94,13.71,2.0,69.966,12.354546,76.59699,2223.52,NaN,23.18,12.226105,114.9,18 / 42,13117,2020-09-22 19:19:55:738
-0.4301,7.6291,5.5723,-1.1025,8.3866,4.9619,-0.5646,-0.6127,1.2421,0.2048,-0.057,-0.1072,0.0,-35.84,-5.41,10.8,120.47,-58.94,13.71,2.0,69.775,12.354546,76.59699,2223.52,NaN,23.18,12.226105,114.9,18 / 42,13216,2020-09-22 19:19:55:837
-0.8157,10.2163,6.1712,-1.2383,8.3965,4.9128,0.3792,0.712,0.6054,-0.3308,0.0223,-0.0044,0.0,-35.84,-5.42,11.77,120.66,-58.78,12.53,2.0,69.775,12.354546,76.59699,2223.52,NaN,23.18,12.226105,114.9,18 / 42,13317,2020-09-22 19:19:55:938
-1.1104,6.0577,6.0753,-1.0517,8.3195,5.0843,-0.0573,-1.7692,1.3379,-0.3308,0.0223,-0.0044,0.0,-33.61,-5.17,14.85,127.09,-58.89,14.15,2.0,69.775,12.354546,76.59699,2223.52,NaN,23.18,12.226105,114.9,18 / 42,13417,2020-09-22 19:19:56:038
-0.4181,6.75,4.9375,-1.0517,8.3195,5.0843,-0.0573,-1.7692,1.3379,0.1149,0.1224,0.0185,0.0,-33.97,-4.63,14.9,124.7,-58.03,11.69,2.0,68.639,12.354546,76.59699,2223.52,NaN,23.18,12.226105,114.9,18 / 42,13517,2020-09-22 19:19:56:138
-2.7633,8.046,5.9556,-1.2165,8.3274,5.0344,0.3704,-0.693,0.1234,-0.2727,0.2069,-0.1697,0.0,-33.97,-4.63,14.9,124.7,-58.03,11.69,2.0,68.639,12.354546,76.59699,2223.52,NaN,23.18,12.226105,114.9,18 / 42,13617,2020-09-22 19:19:56:238
-0.6936,6.0864,5.6274,-1.27,8.2517,5.1446,-1.0819,-0.0632,2.0677,-0.2727,0.2069,-0.1697,0.0,-34.61,-5.11,13.07,123.31,-58.12,13.58,2.0,68.639,12.354546,76.59699,2223.52,NaN,23.18,12.226105,114.9,18 / 42,13717,2020-09-22 19:19:56:338
-1.3883,8.2448,6.3149,-1.4062,8.2183,5.1626,0.6252,-2.1636,0.3918,-0.0615,-0.0788,-0.0638,0.0,-34.29,-5.22,12.08,122.72,-57.29,13.87,2.0,69.293,12.354546,76.59699,2223.52,NaN,23.18,12.226105,114.9,18 / 42,13818,2020-09-22 19:19:56:439
-1.6087,8.5011,6.9785,-1.4062,8.2183,5.1626,0.6252,-2.1636,0.3918,0.317,0.0227,-0.0221,0.0,-34.71,-4.74,12.99,124.61,-56.93,15.24,2.0,69.293,12.35453,76.59702,2222.59,NaN,20.27,12.226105,114.3,17 / 42,13919,2020-09-22 19:19:56:540
-1.0792,6.9177,4.4776,-1.4772,8.2359,5.1144,0.3335,1.978,1.7731,0.1727,-0.3221,0.0318,0.0,-34.71,-4.74,12.99,124.61,-56.93,15.24,2.0,69.293,12.35453,76.59702,2222.59,NaN,20.27,12.226105,114.3,17 / 42,14017,2020-09-22 19:19:56:638
-0.9068,8.4556,7.1222,-1.2062,8.339,5.0176,-0.2707,-1.5737,-0.1309,0.1727,-0.3221,0.0318,0.0,-34.46,-6.29,13.26,126.71,-57.12,16.11,2.0,69.293,12.35453,76.59702,2222.59,NaN,20.27,12.226105,114.3,17 / 42,14117,2020-09-22 19:19:56:738
-1.544,7.3105,6.4083,-1.2062,8.339,5.0176,-0.2707,-1.5737,-0.1309,-0.3336,0.0804,-0.1927,0.1688,-34.37,-6.68,12.14,123.94,-58.25,13.52,2.0,70.488,12.35453,76.59702,2222.59,NaN,20.27,12.226105,114.3,17 / 42,14217,2020-09-22 19:19:56:838
-1.0745,7.8016,5.3998,-1.3556,8.1434,5.2931,-0.1083,-0.0533,1.8332,0.1123,-0.1066,0.0534,0.1688,-32.87,-6.73,15.69,130.09,-56.14,14.37,2.0,70.488,12.35453,76.59702,2222.59,NaN,20.27,12.226105,114.3,17 / 42,14316,2020-09-22 19:19:56:937
-1.2972,7.586,6.5329,-1.208,8.1477,5.3223,-0.2204,-0.5613,-0.0456,0.1123,-0.1066,0.0534,0.5064,-32.87,-6.73,15.69,130.09,-56.14,14.37,2.0,70.488,12.35453,76.59702,2222.59,NaN,20.27,12.226105,114.3,17 / 42,14417,2020-09-22 19:19:57:038
-1.1272,8.2256,5.6298,-1.0946,8.1111,5.4021,-0.1611,-0.5586,1.0071,-0.0942,-0.1261,-0.0286,0.5064,-32.67,-6.77,15.99,128.68,-56.18,12.79,2.0,71.8,12.35453,76.59702,2222.59,NaN,20.27,12.226105,114.3,17 / 42,14517,2020-09-22 19:19:57:138
-0.6265,7.6004,7.0791,-1.0946,8.1111,5.4021,-0.1611,-0.5586,1.0071,-0.0348,-0.2197,0.0686,0.6752,-32.98,-6.73,14.49,125.0,-55.8,11.45,2.0,71.8,12.35453,76.59702,2222.59,NaN,20.27,12.226105,114.3,17 / 42,14616,2020-09-22 19:19:57:237
-0.9164,7.0949,5.5747,-0.9826,8.0162,5.5629,0.4855,0.2124,0.7895,0.0504,0.0786,0.0691,0.6752,-32.33,-6.72,14.7,125.55,-54.83,10.02,2.0,71.8,12.35453,76.59702,2222.59,NaN,20.27,12.226105,114.3,17 / 42,14717,2020-09-22 19:19:57:338
-0.9164,8.6544,6.7796,-0.9365,8.0218,5.5627,-0.0618,-0.7506,0.0329,0.0504,0.0786,0.0691,0.3376,-32.33,-6.72,14.7,125.55,-54.83,10.02,2.0,71.462,12.35453,76.59702,2222.59,NaN,20.27,12.226105,114.3,17 / 42,14817,2020-09-22 19:19:57:438
-0.9834,7.4567,6.049,-0.9365,8.0218,5.5627,-0.0618,-0.7506,0.0329,-0.1625,0.1005,-0.0603,0.3376,-32.5,-6.66,14.74,124.44,-54.89,9.56,2.0,71.462,12.354516,76.59705,2220.87,NaN,16.2,12.226105,121.0,19 / 42,14917,2020-09-22 19:19:57:538
-0.3319,7.0039,6.0155,-0.9144,7.9764,5.6312,-0.3723,0.0865,1.3678,-0.0079,-0.0283,0.1203,0.5064,-32.79,-6.73,14.34,122.89,-54.43,9.22,2.0,71.462,12.354516,76.59705,2220.87,NaN,16.2,12.226105,121.0,19 / 42,15017,2020-09-22 19:19:57:638
-1.1296,8.8317,6.0706,-0.8078,8.011,5.5984,0.3073,-1.1155,0.2441,-0.0721,0.0991,-0.0737,0.5064,-32.79,-6.73,14.34,122.89,-54.43,9.22,2.0,71.462,12.354516,76.59705,2220.87,NaN,16.2,12.226105,121.0,19 / 42,15117,2020-09-22 19:19:57:738
-0.5954,7.5597,6.1376,-0.8513,7.9705,5.6494,-0.3518,0.5323,0.8992,-0.0721,0.0991,-0.0737,0.3376,-32.32,-6.5,15.54,124.41,-54.78,8.21,2.0,72.174,12.354516,76.59705,2220.87,NaN,16.2,12.226105,121.0,19 / 42,15217,2020-09-22 19:19:57:838
-0.339,7.2602,5.6298,-0.8513,7.9705,5.6494,-0.3518,0.5323,0.8992,0.0546,-0.1336,0.0738,0.3376,-32.97,-7.07,13.41,121.11,-54.37,8.57,2.0,72.174,12.354516,76.59705,2220.87,NaN,16.2,12.226105,121.0,19 / 42,15317,2020-09-22 19:19:57:938
-1.0649,8.4221,6.1951,-0.7813,7.9812,5.6446,0.4804,-0.7925,-0.2784,0.006,0.1197,-0.0585,0.0,-33.7,-6.43,13.21,119.11,-54.47,7.88,2.0,72.174,12.354516,76.59705,2220.87,NaN,16.2,12.226105,121.0,19 / 42,15417,2020-09-22 19:19:58:038
-1.3691,7.8352,6.5449,-0.913,7.9645,5.6484,-0.1734,0.3843,0.4966,0.006,0.1197,-0.0585,0.0,-33.7,-6.43,13.21,119.11,-54.47,7.88,2.0,71.471,12.354516,76.59705,2220.87,NaN,16.2,12.226105,121.0,19 / 42,15517,2020-09-22 19:19:58:138
-0.8205,7.3249,5.9652,-0.8753,7.9902,5.6179,-0.0726,-0.4224,0.5868,0.037,0.0039,0.0654,0.0,-32.69,-6.51,14.92,124.04,-54.31,9.18,2.0,71.471,12.354516,76.59705,2220.87,NaN,16.2,12.226105,121.0,19 / 42,15617,2020-09-22 19:19:58:238
-0.6289,7.15,6.5233,-0.8753,7.9902,5.6179,-0.0726,-0.4224,0.5868,0.051,0.1076,0.0149,0.0,-33.51,-5.87,14.48,121.17,-54.56,8.86,2.0,71.471,12.354516,76.59705,2220.87,NaN,16.2,12.226105,121.0,19 / 42,15716,2020-09-22 19:19:58:337
-1.0888,8.0484,6.2766,-0.9366,8.0322,5.5477,0.3002,-0.9375,1.0205,0.0114,0.0042,-0.0186,0.1688,-33.03,-5.63,15.1,123.73,-54.99,9.58,2.0,68.858,12.354516,76.59705,2220.87,NaN,16.2,12.226105,121.0,19 / 42,15817,2020-09-22 19:19:58:438
-0.7918,7.4734,6.1664,-0.8862,8.023,5.5692,-0.2238,-0.249,0.9518,0.0114,0.0042,-0.0186,0.1688,-33.03,-5.63,15.1,123.73,-54.99,9.58,2.0,68.858,12.354507,76.5971,2221.54,NaN,12.6,12.226105,120.0,20 / 42,15918,2020-09-22 19:19:58:539
-0.8852,7.9501,6.4994,-0.8862,8.023,5.5692,-0.2238,-0.249,0.9518,0.0801,-0.0298,-0.0016,0.0,-32.37,-5.61,15.75,125.16,-54.9,9.04,2.0,68.858,12.354507,76.5971,2221.54,NaN,12.6,12.226105,120.0,20 / 42,16017,2020-09-22 19:19:58:638
-0.8445,7.0566,6.2957,-0.9758,8.0121,5.5699,0.3395,-0.1462,0.2217,-0.0257,-0.0722,0.0219,0.0,-32.92,-5.74,14.54,124.01,-54.79,9.94,2.0,70.939,12.354507,76.5971,2221.54,NaN,12.6,12.226105,120.0,20 / 42,16117,2020-09-22 19:19:58:738
-0.9187,7.5812,5.7088,-0.8933,8.0031,5.5967,0.1047,-0.9481,0.6129,-0.0184,0.0203,-0.0212,0.3376,-32.61,-5.5,14.68,123.23,-54.69,9.07,2.0,70.939,12.354507,76.5971,2221.54,NaN,12.6,12.226105,120.0,20 / 42,16217,2020-09-22 19:19:58:838
-0.993,8.1729,6.3029,-0.9342,7.99,5.6086,-0.2047,-0.2092,0.5555,-0.0184,0.0203,-0.0212,0.3376,-32.61,-5.5,14.68,123.23,-54.69,9.07,2.0,70.939,12.354507,76.5971,2221.54,NaN,12.6,12.226105,120.0,20 / 42,16316,2020-09-22 19:19:58:937
-1.3332,8.0555,6.3101,-0.9342,7.99,5.6086,-0.2047,-0.2092,0.5555,-0.0315,-0.026,-0.0468,0.0,-32.97,-5.97,15.46,123.55,-54.56,9.46,2.0,68.093,12.354507,76.5971,2221.54,NaN,12.6,12.226105,120.0,20 / 42,16417,2020-09-22 19:19:59:038
-0.6001,7.6507,4.9471,-0.8868,7.9583,5.6612,-0.4579,0.3123,0.4514,0.0779,-0.0926,-0.0087,0.0,-32.53,-5.5,15.15,123.02,-54.24,8.9,2.0,68.093,12.354507,76.5971,2221.54,NaN,12.6,12.226105,120.0,20 / 42,16517,2020-09-22 19:19:59:138
-1.4961,8.5658,6.0562,-0.9333,7.9521,5.6624,0.2584,0.1496,-0.7721,0.0779,-0.0926,-0.0087,0.5064,-32.43,-6.06,16.67,126.52,-54.18,9.36,2.0,68.093,12.354507,76.5971,2221.54,NaN,12.6,12.226105,120.0,20 / 42,16617,2020-09-22 19:19:59:238
-0.672,7.4495,5.6705,-0.9333,7.9521,5.6624,0.2584,0.1496,-0.7721,-0.0712,0.0477,0.0129,0.5064,-32.43,-6.06,16.67,126.52,-54.18,9.36,2.0,68.093,12.354507,76.5971,2221.54,NaN,12.6,12.226105,120.0,20 / 42,16717,2020-09-22 19:19:59:338
-0.5283,6.8338,5.7112,-0.8998,7.9465,5.6757,-0.2304,-0.2108,0.6101,0.0081,0.0844,0.0465,0.0,-32.35,-5.72,15.17,123.79,-54.13,9.01,2.0,69.103,12.354507,76.5971,2221.54,NaN,12.6,12.226105,120.0,20 / 42,16816,2020-09-22 19:19:59:437
-0.8157,7.8256,5.7424,-0.962,7.97,5.6325,0.4249,-1.0101,0.1802,-0.0117,0.1321,-0.0846,0.0,-32.12,-6.05,16.24,125.65,-54.36,9.69,2.0,69.103,12.354493,76.59712,2223.57,NaN,11.38,12.226105,121.2,18 / 42,16917,2020-09-22 19:19:59:538
